nome_territorio,dominio_orcrim,geometria
YUVAL,TCP,"POLYGON((35.5934625 33.2467659000001, 35.5938058 33.2441279, 35.5935912 33.2435716000001, 35.5940633000001 33.2418667000001, 35.5946212000001 33.2412924000001, 35.5956082000001 33.2410411000001, 35.5976682 33.2410770000001, 35.5983763 33.2407001, 35.5988698 33.240736, 35.6003933000001 33.2419564, 35.6001358 33.2428717, 35.5997281 33.2439125000001, 35.6004791 33.2456533000001, 35.6008225 33.2461199000001, 35.6004362 33.2484348, 35.6004148000001 33.2502114000001, 35.600286 33.2506241, 35.5981832000001 33.2512521, 35.5971317 33.2508035000001, 35.5959945000001 33.2485245, 35.5953508000001 33.2488296000001, 35.5956512000001 33.2494218000001, 35.5960589000001 33.2508932000001, 35.5958014 33.2517187, 35.5951362000001 33.2522032000001, 35.594707 33.2521494000001, 35.5942993 33.2512701000001, 35.5936985000001 33.2489732000001, 35.5942993 33.2488296000001, 35.5940633000001 33.2477888, 35.5934625 33.2467659000001))"
MORRO DA MINEIRA,TCP,"POLYGON((-43.2010046 -22.9220324, -43.2005968999999 -22.9220225, -43.2004037999999 -22.9222103, -43.2000604999999 -22.9223387, -43.1997064 -22.9221113999999, -43.1992665 -22.9219532999999, -43.1987515 -22.9220521999999, -43.1980756 -22.9225165999999, -43.1977216 -22.9229513999999, -43.1974963 -22.9224968, -43.1978180999999 -22.9217161999999, -43.1982902 -22.9210739, -43.198022 -22.9209157999999, -43.1970241999999 -22.9213012, -43.1968633 -22.9206687, -43.1975499 -22.9202735, -43.1973889999999 -22.9200956, -43.1974855 -22.9197892, -43.1977108999999 -22.9196213, -43.1976465 -22.919305, -43.1975285 -22.9189196, -43.1971207999999 -22.9186033999999, -43.1973460999999 -22.9185244, -43.1974855 -22.9183366, -43.1974640999999 -22.9180994, -43.1976142999999 -22.9179611, -43.1979362 -22.9181290999999, -43.1984189999999 -22.9174077, -43.1981292999999 -22.9171211, -43.1978503 -22.9168543, -43.1978396 -22.9166073, -43.1984833 -22.9165282, -43.1988588 -22.917052, -43.1991591999999 -22.9168938, -43.1998043 -22.9179013, -43.2002214 -22.9179116999999, -43.2002677999999 -22.9182049, -43.1999532 -22.9182575999999, -43.1999746 -22.9187021999999, -43.2000712 -22.9193248, -43.2003822999999 -22.9195915999999, -43.2008008 -22.920313, -43.2010582 -22.9205105999999, -43.2013694 -22.9213604, -43.2013908 -22.9217260999999, -43.2010046 -22.9220324))"
FAVELA AZ DE OURO,TCP,"POLYGON((-43.4164137999999 -22.8230424, -43.416074 -22.822734, -43.4130383 -22.8254451, -43.4111285 -22.8244662, -43.4116756999999 -22.8238727999999, -43.4096908999999 -22.8228938, -43.4100663999999 -22.8225181, -43.4088325 -22.8218456, -43.409192 -22.8215341, -43.4093260999999 -22.8214351999999, -43.4092188 -22.8213115999999, -43.4093314 -22.8211583, -43.4090899999999 -22.8210099999999, -43.4093152999999 -22.8208369, -43.4099912999999 -22.8211633, -43.4105061999999 -22.8206837, -43.4101628999999 -22.8206688, -43.4099912999999 -22.8204018, -43.4099482999999 -22.8201842999999, -43.4100503 -22.8199172999999, -43.4099108 -22.8197838, -43.4100771 -22.8195069, -43.4109407999999 -22.8198133999999, -43.4114878999999 -22.8190420999999, -43.4174222999999 -22.821569, -43.4164137999999 -22.8230424))"
MORRO DA BAIANA,TCP,"POLYGON((-43.3856871 -22.7676761, -43.3821035999999 -22.7668252999999, -43.3808804999999 -22.7681310999999, -43.3811166 -22.7682894, -43.3807303 -22.7688236, -43.3812023999999 -22.7690215, -43.379357 -22.7710198, -43.3786059999999 -22.7714748999999, -43.3774688 -22.7709801999999, -43.3779193999999 -22.770545, -43.376589 -22.7705252, -43.3765675 -22.7697338, -43.3757092 -22.7686653, -43.3771469 -22.7673594999999, -43.3771897999999 -22.7662119, -43.3723189 -22.7653412999999, -43.3725979 -22.7644311999999, -43.3793140999999 -22.7656183, -43.3844425 -22.7666075999999, -43.3860948 -22.7672011999999, -43.3856871 -22.7676761))"
FUMACE,TCP,"POLYGON((-43.4262965999999 -22.8680555, -43.4258942 -22.8680704, -43.4253095 -22.8681346, -43.4231422999999 -22.8683669, -43.4225896999999 -22.8666072999999, -43.4225145999999 -22.8664391999999, -43.4219031 -22.8664886999999, -43.4218226 -22.8659845, -43.4219031 -22.8658412, -43.4223322 -22.8659499, -43.4229331 -22.8660932, -43.4234159 -22.8662315999999, -43.4240488999999 -22.8664689, -43.4250574 -22.8668741999999, -43.4254865 -22.8670868, -43.4259264 -22.8671806999999, -43.4264092 -22.8672548, -43.4263931 -22.8673537, -43.4262965999999 -22.8680555))"
PARQUE ALIAN,TCP,"POLYGON((-43.3890365 -22.7754389999999, -43.3886287999999 -22.7761315, -43.3818911 -22.7729659, -43.3812258999999 -22.7726494, -43.3807323999999 -22.7725702, -43.3797668 -22.771858, -43.3788011999999 -22.7714622, -43.3812023999999 -22.7690215, -43.3807303 -22.7688236, -43.3811166 -22.7682894, -43.3808804999999 -22.7681310999999, -43.3822344 -22.766872, -43.3856871 -22.7676761, -43.3861826 -22.7675052, -43.3878349 -22.7689890999999, -43.3904312999999 -22.771581, -43.3914182999999 -22.7729659, -43.3890365 -22.7754389999999))"
COMPLEXO DA CÓREIA,TCP,"POLYGON((-43.4967192999999 -22.8758316, -43.4957598 -22.8758008999999, -43.4956759 -22.8762335, -43.494998 -22.8786921999999, -43.4949033999999 -22.8787293999999, -43.4923051 -22.8781979999999, -43.4920978 -22.8780128, -43.4915432999999 -22.8786181, -43.4915131 -22.8786602, -43.4913897 -22.8786552999999, -43.4913468 -22.8785761999999, -43.4915614 -22.8779238, -43.4909014999999 -22.8777408999999, -43.4907406 -22.877652, -43.4893779999999 -22.8773553999999, -43.4880726 -22.8769574, -43.4879726 -22.8768019, -43.4881389 -22.8758331, -43.4880939999999 -22.8755241, -43.4871444999999 -22.875534, -43.4850524 -22.8754499999999, -43.4850417 -22.8756031999999, -43.4836951999999 -22.8755882999999, -43.4838606 -22.8753795, -43.4839688 -22.875356, -43.4842477 -22.8744169999999, -43.4848914999999 -22.8744366999999, -43.4850685 -22.8744465999999, -43.4852938 -22.8736509, -43.4860823999999 -22.8711893999999, -43.4864363999999 -22.8700526, -43.4871606 -22.8678482, -43.4874609999999 -22.8668744, -43.4876111999999 -22.8668398, -43.4877721999999 -22.8667014, -43.4895639 -22.8668695, -43.4899126 -22.8676108999999, -43.4901164 -22.8683473999999, -43.4907064 -22.8681273999999, -43.4911140999999 -22.8673563999999, -43.4915432999999 -22.8670203, -43.4918865999999 -22.8666051, -43.4919724 -22.8661503, -43.4928950999999 -22.8660515, -43.4934529999999 -22.8662492, -43.4936461 -22.8667038999999, -43.4936461 -22.86704, -43.4944186 -22.8676134, -43.4950623 -22.8676528999999, -43.4955773 -22.8669609, -43.4958133 -22.8664666999999, -43.4971222 -22.8670992999999, -43.4980878 -22.8672971, -43.4985814 -22.8667237, -43.4990534 -22.8664666999999, -43.4996972 -22.8671586999999, -43.4996757 -22.8677913, -43.4995577999999 -22.8679248, -43.4992252 -22.8679149, -43.4989568999999 -22.8677271, -43.4989462 -22.867905, -43.4992465999999 -22.8682115, -43.4993003 -22.8683227, -43.5001425 -22.8679716999999, -43.5002497999999 -22.8679816, -43.5003732 -22.8681248999999, -43.5005179999999 -22.8681743999999, -43.50143 -22.8677393999999, -43.5017678999999 -22.8676306999999, -43.5021755999999 -22.8677789999999, -43.5027656999999 -22.8682979, -43.5027496 -22.8690837999999, -43.5028682 -22.8693919, -43.5029058 -22.8697576, -43.5024868 -22.8698252999999, -43.5023472999999 -22.8698350999999, -43.5018967 -22.8699735, -43.5016934 -22.8700590999999, -43.5015377999999 -22.8700689999999, -43.5012583 -22.8699685999999, -43.5010121 -22.8698219, -43.5007110999999 -22.8698103999999, -43.5003732 -22.8697807999999, -43.5002497999999 -22.8697561, -43.5001645999999 -22.8697576, -43.4998050999999 -22.8698367, -43.4997241 -22.8698302, -43.4990213 -22.8696522999999, -43.4988711 -22.8696275, -43.4986089 -22.8696538, -43.4982494 -22.8697872999999, -43.4984903 -22.8702503, -43.4985171 -22.8704627999999, -43.4985176 -22.8705730999999, -43.4983728 -22.8707707999999, -43.4983132 -22.8711251999999, -43.4982166 -22.8713921, -43.4981362 -22.8715897, -43.4979484 -22.8718567, -43.4978470999999 -22.8719867, -43.4979544 -22.8724612999999, -43.4984585999999 -22.8724662, -43.4985331 -22.8725042, -43.4984848 -22.8727612, -43.4984473 -22.8730083, -43.4985002999999 -22.8735321, -43.4978646 -22.8734734, -43.4975198999999 -22.8734069999999, -43.4971866999999 -22.8734578, -43.4968375999999 -22.8735919, -43.4965558 -22.8737429999999, -43.4967460999999 -22.8739831, -43.49673 -22.874245, -43.4965536999999 -22.8744664, -43.4964732 -22.8746641, -43.4963351 -22.8748072999999, -43.4962365 -22.8750557, -43.4961721 -22.8752681999999, -43.4967996999999 -22.8751346999999, -43.4967192999999 -22.8758316))"
BNH,TCP,"POLYGON((-43.4028764999999 -22.7802086999999, -43.4022757 -22.7821870999999, -43.3992716 -22.7793381999999, -43.3997007999999 -22.7786852999999, -43.3979411999999 -22.7779730999999, -43.3977052 -22.7777752, -43.4003445 -22.7757571999999, -43.4010526 -22.7762716, -43.4026833999999 -22.7748867, -43.4058805999999 -22.7776565, -43.4057948 -22.777795, -43.4028764999999 -22.7802086999999))"
JAQUEIRA,TCP,"POLYGON((-43.3283552 -22.7444765, -43.3285231 -22.7452192, -43.3284373 -22.7463076, -43.3285016 -22.7468815, -43.328566 -22.747396, -43.3284158 -22.7488208, -43.3281368999999 -22.7495134, -43.327524 -22.7492366, -43.3259267 -22.7546781, -43.3212275 -22.7534908, -43.3214421 -22.7521649999999, -43.3208627 -22.7519869, -43.3212488999999 -22.7512745, -43.3217639 -22.7504632, -43.3235663999999 -22.7508392, -43.3231264999999 -22.7487020999999, -43.3255940999999 -22.74609, -43.3258944999999 -22.7462482999999, -43.3267207 -22.7453479, -43.3263559 -22.7451301999999, -43.3271713 -22.7442991, -43.3283552 -22.7444765))"
MORRO DO PAU BANDEIRA (MACACO),TCP,"POLYGON((-43.2589809999999 -22.9139038, -43.2592921999999 -22.9142793, -43.2595497 -22.9146746, -43.2595926 -22.9149118, -43.2595067 -22.9150402999999, -43.2592493 -22.9161273, -43.2590776 -22.9168041999999, -43.2587718 -22.9168733999999, -43.2585625999999 -22.9167795, -43.2585518999999 -22.9161667999999, -43.2578490999999 -22.9161718, -43.2578061999999 -22.9161025999999, -43.257302 -22.9161321999999, -43.257302 -22.9165027999999, -43.2571409999999 -22.9165126999999, -43.2571303 -22.9168882, -43.2555371 -22.9168882, -43.2557302 -22.9157122999999, -43.2567708999999 -22.9139977, -43.2567387 -22.9138297, -43.2571088999999 -22.9138841, -43.2584874999999 -22.9138000999999, -43.2587020999999 -22.9138346, -43.2589809999999 -22.9139038))"
VILA IPIRANGA,TCP,"POLYGON((-43.0940179999999 -22.8801359999999, -43.093578 -22.879949, -43.09331 -22.87987, -43.092934 -22.879385, -43.092033 -22.8793459999999, -43.0919689999999 -22.877606, -43.091325 -22.876573, -43.092183 -22.875486, -43.092612 -22.874794, -43.09493 -22.8757429999999, -43.0960239999999 -22.8765529999999, -43.097569 -22.8784509999999, -43.0969469999999 -22.878847, -43.095724 -22.87853, -43.0950589999999 -22.8794399999999, -43.0945869999999 -22.879677, -43.094554 -22.8808979999999, -43.0940179999999 -22.8801359999999))"
MORRO ITITIOCA,TCP,"POLYGON((-43.0767764999999 -22.8977535999999, -43.0761328 -22.8980698999999, -43.0744376 -22.8980698999999, -43.0734077 -22.8967256999999, -43.0715838 -22.8966071, -43.0706825 -22.8953617999999, -43.0722274999999 -22.8951443999999, -43.0736866 -22.8946106, -43.0744162 -22.8954012999999, -43.0754461 -22.8950851, -43.0767979999999 -22.893899, -43.0783428999999 -22.8938595, -43.0790509999999 -22.8945315999999, -43.0779352 -22.8964885, -43.0785789999999 -22.8976744999999, -43.0767764999999 -22.8977535999999))"
TIJOLINHO,TCP,"POLYGON((-43.2405593 -22.8607241, -43.2401032999999 -22.8609069999999, -43.2398673 -22.8609711999999, -43.2396312 -22.8610009, -43.2391054999999 -22.8609365999999, -43.239363 -22.859953, -43.2398297 -22.8580894, -43.2414605 -22.8584503, -43.2410045 -22.8602743, -43.2409562999999 -22.8605214, -43.2405593 -22.8607241))"
FAVELA PAULA MATOS,TCP,"POLYGON((-43.1944786999999 -22.9141715, -43.193953 -22.9136872999999, -43.1931858999999 -22.9142060999999, -43.1926065 -22.9143544, -43.1920486 -22.9137317999999, -43.1931322 -22.9128373999999, -43.1925259999999 -22.9122098999999, -43.1929122999999 -22.9119974, -43.1934434 -22.9123976999999, -43.193792 -22.9120715999999, -43.1939958999999 -22.9119431, -43.1941085 -22.9120665999999, -43.1943123999999 -22.9119727, -43.1945431 -22.9120172, -43.1946020999999 -22.9121605, -43.1946503 -22.9128276, -43.1947845 -22.9135588, -43.1947362 -22.9136230999999, -43.1944786999999 -22.9141715))"
VIGARIO GERAL (QG DO COMPLEXO DE ISRAEL),TCP,"POLYGON((-43.3013058 -22.8090094999999, -43.3010229 -22.808932, -43.3005292999999 -22.8084176999999, -43.3005507999999 -22.8081802999999, -43.3008512 -22.8078836, -43.3002504 -22.8066176999999, -43.3004864 -22.8063605999999, -43.3007868 -22.8054309, -43.3013233 -22.8043628, -43.3015593 -22.8042045, -43.3021816 -22.8044813999999, -43.3027824 -22.8045804, -43.3033617 -22.8044022999999, -43.3039626 -22.8041451999999, -43.3041985999999 -22.8036309, -43.3043703 -22.8025825, -43.3044131999999 -22.8021671, -43.3045633999999 -22.8017912999999, -43.3048423 -22.8016527999999, -43.3049925 -22.8020089, -43.3050784 -22.8028001, -43.3051427 -22.8038286999999, -43.3051642 -22.804165, -43.3053788 -22.8041847, -43.3054002 -22.8050352999999, -43.3053143999999 -22.8058660999999, -43.3048851999999 -22.8065584, -43.3046492 -22.8069935, -43.3042414999999 -22.8073694, -43.3035548999999 -22.8079825, -43.3029969999999 -22.8084572, -43.3025249 -22.8087737, -43.3019495 -22.8092468999999, -43.3013058 -22.8090094999999))"
BABI,TCP,"POLYGON((-43.393702 -22.7165944999999, -43.393187 -22.7165153, -43.3923073 -22.7169507999999, -43.3913201999999 -22.7169309999999, -43.3902472999999 -22.7165153, -43.3882088 -22.7167924999999, -43.3880571 -22.7173382, -43.3862976 -22.7163485, -43.3815769 -22.7145671, -43.379002 -22.7112021999999, -43.3805469 -22.7087478, -43.3812765 -22.7084705999999, -43.3814910999999 -22.7094208, -43.3831648 -22.7098958, -43.3843664 -22.7100938, -43.3841947 -22.7091435999999, -43.3836798 -22.7096582999999, -43.3834222999999 -22.709302, -43.3841518 -22.7083122999999, -43.3854393 -22.7081934999999, -43.3857826 -22.7067286999999, -43.3864263 -22.7074809, -43.3854393 -22.7086686, -43.3854393 -22.7099353999999, -43.3856539 -22.7112021999999, -43.3869842 -22.7114002, -43.3875851 -22.7106479999999, -43.3887437999999 -22.7104105, -43.3908036999999 -22.7122711, -43.3924345 -22.7130627999999, -43.3940653 -22.714488, -43.393702 -22.7165944999999))"
VALE DO IPE,TCP,"POLYGON((-43.3326749999999 -22.7085445, -43.333941 -22.7077922999999, -43.3360653 -22.7071984999999, -43.3394771 -22.7053971999999, -43.3407430999999 -22.7050606999999, -43.3421339999999 -22.7030078999999, -43.3451595 -22.7031069, -43.3449487999999 -22.704645, -43.3460861 -22.705417, -43.3472877 -22.7062878999999, -43.3466010999999 -22.7089404, -43.3478671 -22.7105437, -43.3484893 -22.7106031, -43.3490472 -22.7107415999999, -43.3452920999999 -22.7117115999999, -43.3415371 -22.7088611999999, -43.3322673 -22.7092372999999, -43.3326749999999 -22.7085445))"
VILA DO JOÃO,TCP,"POLYGON((-43.2374616 -22.8736972999999, -43.2378365 -22.8732462999999, -43.2389937999999 -22.8718696, -43.2393987999999 -22.8714689, -43.2398226 -22.8711026, -43.2410134 -22.8700732999999, -43.2418822999999 -22.8692306999999, -43.2428639999999 -22.8697005999999, -43.2438779 -22.8702001, -43.2443416 -22.8705601, -43.2444841 -22.8708422999999, -43.2446292 -22.8715046999999, -43.2446560999999 -22.8718555, -43.2446184999999 -22.8722064, -43.2441919999999 -22.8729762, -43.2428856999999 -22.872105, -43.2417106999999 -22.8736049999999, -43.2401762 -22.8755967, -43.2372741999999 -22.8739722999999, -43.2374616 -22.8736972999999))"
MORRO DO SANTO CRISTO (FONSEQUISTÃO),TCP,"POLYGON((-43.091325 -22.876573, -43.0917037999999 -22.8774242, -43.0918968999999 -22.878215, -43.0918968999999 -22.8787685, -43.0877985 -22.8789859999999, -43.0877126999999 -22.8771672, -43.0881633 -22.8771474, -43.0890858999999 -22.8766333999999, -43.0900086 -22.8768112999999, -43.0902661 -22.8763764, -43.0901802999999 -22.8757239999999, -43.0894077999999 -22.8755461, -43.0893434 -22.8749726999999, -43.0890429999999 -22.8745971, -43.0891718 -22.8742609999999, -43.0896653 -22.8747749999999, -43.0902661 -22.8746958999999, -43.0913389999999 -22.8752693, -43.0920042 -22.8746366, -43.0922401999999 -22.8736481, -43.0929912 -22.8739644, -43.091325 -22.876573))"
MORRO DO CHAVES,TCP,"POLYGON((-43.365718 -22.832286, -43.365289 -22.833274, -43.36531 -22.834441, -43.364988 -22.8349949999999, -43.364023 -22.8354889999999, -43.3633359999999 -22.836597, -43.3609969999999 -22.8350349999999, -43.3632719999999 -22.831178, -43.3638079999999 -22.8315939999999, -43.365761 -22.831514, -43.365718 -22.832286))"
VILA EMIL E COSMORAMA,TCP,"POLYGON((-43.4229445 -22.7787327, -43.4290814 -22.7809088999999, -43.421185 -22.7988319, -43.4109711 -22.7918291, -43.4147048 -22.7877538999999, -43.4209703999999 -22.7811462999999, -43.4229445 -22.7787327))"
SAPE,TCP,"POLYGON((-43.6598084 -22.8805677999999, -43.6579201 -22.8798955999999, -43.6564395 -22.8799945, -43.6546370999999 -22.8789861999999, -43.6554953999999 -22.8785907999999, -43.6562463999999 -22.8783141, -43.6566756 -22.8778988999999, -43.6584351 -22.8776419, -43.659229 -22.8773454, -43.6606882 -22.8779582, -43.6612246 -22.8785118, -43.6606237999999 -22.8804096, -43.6598084 -22.8805677999999))"
PARQUE COLONIAL,TCP,"POLYGON((-43.3382374 -22.7139217, -43.3361345 -22.7146539999999, -43.3356838999999 -22.7149904999999, -43.3348685 -22.7141988, -43.333627 -22.7138169, -43.3338385 -22.7132685, -43.3336239999999 -22.7128528, -43.3330232 -22.7123975, -43.332594 -22.71216, -43.332079 -22.7125361, -43.3312422 -22.7129715999999, -43.3314104999999 -22.712391, -43.3309814 -22.7118763999999, -43.3306380999999 -22.7111242, -43.3310276 -22.7105764999999, -43.3308559 -22.7093096999999, -43.3415371 -22.7088611999999, -43.3451466999999 -22.7118631, -43.3382374 -22.7139217))"
FAVELA PICA-PAU,TCP,"POLYGON((-43.292273 -22.8223776999999, -43.2918491999999 -22.8229067999999, -43.2916774999999 -22.8228573, -43.2914360999999 -22.8223184, -43.2907547999999 -22.8223876, -43.2903949 -22.8220539, -43.2894292999999 -22.8215397, -43.2877985 -22.820887, -43.2879488 -22.8203728, -43.2881096999999 -22.8201156, -43.2885924999999 -22.8189685, -43.2887534 -22.8184047999999, -43.2884852 -22.8180586999999, -43.2889142999999 -22.8179203, -43.2893328 -22.8178708, -43.29047 -22.8181971999999, -43.2906953 -22.8189487, -43.2908241 -22.8202441999999, -43.2910279 -22.8205705, -43.291221 -22.8206792999999, -43.2919828 -22.8207287999999, -43.2922402999999 -22.8210452, -43.2926646 -22.8218734, -43.292273 -22.8223776999999))"
CONJUNTO PINHEIRO,TCP,"POLYGON((-43.2395751 -22.8666600999999, -43.2400418 -22.8674703999999, -43.2403636 -22.8680436, -43.2406381 -22.8683755, -43.2409651999999 -22.8687113999999, -43.2411342 -22.8689633, -43.2411542999999 -22.8692277, -43.2409704999999 -22.8695415, -43.2403345 -22.8701619999999, -43.2389152 -22.8713756999999, -43.2385351999999 -22.8711427, -43.2380034999999 -22.8707871, -43.2378803999999 -22.8700999, -43.2377729999999 -22.869047, -43.2377245 -22.8680388999999, -43.2375795999999 -22.8670109, -43.2376707 -22.8667935, -43.2379068 -22.8666304, -43.2384701 -22.8662598, -43.2388835 -22.8659828, -43.2391995999999 -22.8658053, -43.2395751 -22.8666600999999))"
CONJUNTO NOVA ALIANÇA,TCP,"POLYGON((-43.4759344999999 -22.8740448999999, -43.475044 -22.8740943, -43.472115 -22.8740893999999, -43.4721471999999 -22.8721765, -43.4720184999999 -22.8723247999999, -43.4716913 -22.8721641999999, -43.4715249 -22.8721419, -43.4710206999999 -22.8721469, -43.4710125999999 -22.8711410999999, -43.4711010999999 -22.8709656, -43.471018 -22.8708, -43.4711493999999 -22.8706147, -43.4713639999999 -22.8703872999999, -43.471533 -22.8704911, -43.4717985 -22.8705454999999, -43.4720131 -22.8705158, -43.472115 -22.8703773999999, -43.4758808 -22.8705454999999, -43.4759344999999 -22.8740448999999))"
